PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
JML0q3cn-5eQq;26.0;53000.0;Própria;8.0;DCALsfIg-gHog;Pessoal;B;16000.0;10.25;0.0;0.3;6asYxKSG-xniC;0.0;2
PLkcUEQM-jZx1;27.0;38400.0;Alugada;2.0;8UZYhWaz-bmtO;Médico;A;7000.0;7.51;0.0;0.18;XAY0C9m9-cvgo;0.0;6
dOtB0ONS-2NDy;27.0;77200.0;Alugada;0.0;MxjsXrEo-CgMg;Pagamento de débitos;B;5425.0;10.59;1.0;0.07;cDhYdOgu-TaWo;0.0;9
yIfwX5cc-tRMu;25.0;74800.0;Alugada;2.0;QrgTPJmG-KDrG;Médico;B;5000.0;12.69;;;OLGcliQ7-B90C;0.0;3
1B4A7aXT-uotS;26.0;40000.0;Alugada;3.0;WsbN9JKc-C6W8;Empreendimento;C;9600.0;14.27;0.0;0.24;FeyqXwpI-Pq6x;0.0;4
1HAgNH3n-MnnU;44.0;42000.0;Hipotecada;4.0;pIWy2f30-KMFL;Médico;A;13200.0;6.17;0.0;0.31;CW3Q8ePN-Zaj7;0.0;14
ymCxqYGx-Effb;24.0;101000.0;Hipotecada;3.0;hNq9wGDA-A1wJ;Educativo;A;7000.0;;1.0;0.07;rrcGO8hf-EkDy;0.0;4
IIhlZvhQ-TWXx;23.0;24000.0;Própria;2.0;v95A8LyI-3rBJ;Educativo;D;8000.0;15.62;0.0;0.33;2n0OCB0m-iZZT;0.0;2
t9RaU03P-0Yjw;25.0;19200.0;Alugada;0.0;LNmMdXu7-cDLB;Pessoal;C;1825.0;12.68;0.0;0.1;p76fNui4-LMrQ;1.0;2
SnJUDqFn-RuEv;35.0;45000.0;Hipotecada;2.0;JocKOp05-bKms;Empreendimento;A;1000.0;;0.0;0.02;x3Ouhm43-zJCv;0.0;10
LFBWpWsv-ah4g;27.0;55812.0;Alugada;3.0;dBN5FY86-lpdD;Pagamento de débitos;A;10000.0;6.54;0.0;0.18;83HyGcaq-qbpF;0.0;10
i52FXidG-Uog9;23.0;67700.0;;7.0;sAYPkBAT-3atv;Educativo;;2700.0;11.86;0.0;0.02;gaenoPI0-DrpD;0.0;2
e7Mx61Jr-W8st;37.0;56500.0;Hipotecada;4.0;x9FqsK0l-oQkw;Educativo;B;10000.0;;0.0;0.18;CvLPHvI2-sTib;0.0;13
3nivdstW-Kre1;33.0;68000.0;Hipotecada;;K61rQ8oj-PR0t;Pessoal;B;5000.0;;1.0;0.08;1sEL6JfY-QWyc;0.0;16
bDr7Lmts-byNr;35.0;35000.0;Hipotecada;5.0;F9ZmrBXG-9vGN;Educativo;B;5600.0;11.49;0.0;0.16;zQ7fB1fA-k2ao;0.0;6
Q3pzx6K5-QwXe;30.0;118000.0;Hipotecada;0.0;p8Z9zeuO-BQT0;Pessoal;C;5000.0;13.92;0.0;0.04;fDTdXYtc-NBuk;1.0;9
IPbjycaN-yrxW;33.0;97000.0;Alugada;4.0;XpEjODBT-P5Qg;Melhora do lar;C;7000.0;12.98;0.0;0.07;ZY6KDZao-HFZ5;0.0;5
TenczLdH-GbAY;21.0;24996.0;Alugada;2.0;X75IPvzb-zEnl;Educativo;E;5000.0;16.45;1.0;0.2;wHtKRCa0-NR75;0.0;4
EJqCF0qr-cD3p;23.0;120000.0;Alugada;7.0;77cv4bYh-GN0x;Pessoal;B;13000.0;11.71;0.0;0.11;l9NCWQD4-B7MR;0.0;4
DHsYFQ2k-6jDP;32.0;79000.0;Hipotecada;0.0;mPhCe2PJ-ZBO0;Melhora do lar;A;7800.0;;0.0;0.1;6weEMYaI-x1RR;0.0;8
HyQps3sR-bRxO;22.0;50000.0;Hipotecada;6.0;qxDsU9Gv-RruM;Pessoal;A;15000.0;7.9;0.0;0.3;y84fsHF6-8UmN;0.0;3
aLFj7y0K-4xjH;22.0;55000.0;Alugada;0.0;2UPH3Cpa-8F6i;Pagamento de débitos;D;15000.0;14.83;1.0;0.27;0EIY3QYn-b7a6;1.0;4
mqut8h9F-RyBk;32.0;32678.0;Hipotecada;10.0;xcTywJAj-SA3S;Pagamento de débitos;C;3075.0;15.23;0.0;0.09;miwdFSjS-aT45;0.0;6
vvpUvQ4O-bzZd;22.0;81800.0;Hipotecada;6.0;WS37Hfdc-Kc8w;Educativo;A;2500.0;6.39;0.0;0.03;AK407yt4-Q771;0.0;2
DKUmvKQa-CgUh;33.0;34000.0;Alugada;17.0;Xv1oeB8m-DxF3;Pagamento de débitos;D;11175.0;14.96;1.0;0.33;o3SnTKo1-885k;0.0;8
WJSAob6v-uu1j;22.0;69077.0;Hipotecada;2.0;cwI7pToa-Hc8f;Pessoal;A;10000.0;7.51;0.0;0.14;ze5Hr7Do-W8hJ;0.0;3
iHar8HN7-1YkN;21.0;45000.0;Alugada;3.0;XqGa4BKn-WWe1;Pessoal;A;7200.0;9.38;0.0;0.16;Sfj6mx0T-ixdS;0.0;4
26Zet7vj-chbW;24.0;122000.0;Alugada;4.0;PuXJFeMR-I8Sg;Educativo;B;15000.0;11.58;0.0;0.12;PzRERGTI-5GBW;0.0;3
FzrzHqq4-ntKv;22.0;82500.0;Hipotecada;3.0;FDJjHyYC-mmTD;Médico;A;14400.0;9.32;0.0;0.17;PbKSDf1n-jbDx;0.0;3
BkQ7JpuJ-41fX;35.0;80004.0;Hipotecada;0.0;woCFzgQf-NWX5;Pagamento de débitos;B;14400.0;10.95;0.0;0.18;lAzELQh4-j1wH;0.0;5
ChnAiuUc-7BmD;26.0;85000.0;Hipotecada;;dNGAt3Iw-tkJB;Educativo;B;6000.0;9.88;0.0;0.07;GUKnQqEC-zwLY;0.0;3
QkytDvfl-N1uF;24.0;79050.0;Alugada;2.0;TeoZgXFq-ZzjL;Médico;B;2100.0;9.91;1.0;0.02;xETsrsND-hvp4;0.0;4
6rYRpifi-YSjC;39.0;23500.0;Alugada;14.0;edDmezz9-aY9Z;Pessoal;D;5850.0;15.2;0.0;0.25;qt67sD3d-6iYW;0.0;12
Q8YyEomw-wqUf;31.0;95000.0;Hipotecada;1.0;P3bkWQYA-ePum;Pagamento de débitos;B;25000.0;10.08;0.0;0.26;DJ6T4YiD-Uv65;0.0;6
exEj5bXk-YT8D;24.0;15000.0;Alugada;0.0;RlCCEsvx-hwGv;Educativo;C;2100.0;13.11;0.0;0.14;mWTOyK83-cCaQ;1.0;4
81S7xySz-HsQY;47.0;168000.0;Hipotecada;13.0;uYot9IpR-k8t8;Educativo;A;8775.0;8.49;0.0;0.05;v7sD14be-H2xC;0.0;12
ir0c0W8h-Lijw;22.0;24000.0;Alugada;0.0;fAn0avPb-rcwf;Pagamento de débitos;C;5200.0;13.49;0.0;0.22;Y0rD9n2C-D95v;1.0;2
AEpsJagl-h3fu;29.0;48000.0;Hipotecada;13.0;h8sl0W58-i84Z;Pessoal;B;20000.0;;0.0;0.42;ih1pXKup-NRad;0.0;9
XehmliTd-h07e;23.0;81000.0;Hipotecada;8.0;TM5EWGK3-dr18;Pessoal;B;10000.0;8.88;0.0;0.12;4HStdfK3-E8gh;0.0;4
KLcpYROU-OAOY;27.0;75860.0;Alugada;9.0;5e5poCmS-XDCu;Médico;B;24000.0;10.99;1.0;0.32;cNMJ267m-tQI2;0.0;5
WBL8PkYi-oNA2;23.0;80000.0;Alugada;3.0;suzHHzMl-ApJj;Pagamento de débitos;A;7200.0;8.9;0.0;0.09;i2Pz8M1N-rUJL;0.0;2
F0L9G9WG-mRPJ;24.0;68000.0;Hipotecada;7.0;WBTK7Tsq-dS5c;Educativo;A;5000.0;11.86;;;LIRU0Gft-icm1;0.0;10
dYOFwwb4-Sq4Z;22.0;54000.0;Hipotecada;4.0;f7sm8ZOs-bNtA;Médico;B;15000.0;11.99;0.0;0.28;MBYRGdqG-NprM;0.0;2
uvCEQpdN-kQxm;25.0;30576.0;Hipotecada;5.0;qxXUJNyU-Zl9C;Pagamento de débitos;A;10000.0;6.03;0.0;0.33;uGyRd45y-YQel;0.0;4
EA2Se1oT-cTY9;39.0;20400.0;Alugada;3.0;eK0FL9RH-JsJ3;Médico;C;6000.0;15.27;0.0;0.29;9JqmMEba-Ushu;1.0;13
qwbJbQyS-nQOK;25.0;87000.0;Alugada;6.0;b6qeT23z-LzU7;Pagamento de débitos;A;13000.0;7.29;0.0;0.15;yo9XqTmJ-NxcS;0.0;2
xrN5OElt-QGcE;24.0;72000.0;Alugada;3.0;8vM3oSgt-2rtM;Educativo;A;6000.0;7.66;0.0;0.08;5zfpWYqB-P2EQ;0.0;3
fJqdP7Gi-ZlZ3;30.0;49641.0;Hipotecada;9.0;fSdbT50J-AYCA;Pessoal;C;8400.0;13.11;0.0;0.17;wmUCZHym-ZRR1;1.0;6
BByEZEq4-tnyS;23.0;87000.0;Hipotecada;7.0;Y9lT9lhP-yqyh;Educativo;A;8000.0;5.99;0.0;0.09;I1LDY8M6-jqPk;0.0;4
vXhHTlDG-Ctwh;24.0;55000.0;Alugada;1.0;0LeLsGGY-TdKc;Melhora do lar;B;7500.0;12.53;0.0;0.14;jhximWZu-QiQu;0.0;2
FAtQtTri-eraY;27.0;16800.0;Alugada;3.0;BH8WdzBF-25wh;Pagamento de débitos;B;6500.0;11.99;1.0;0.39;gze4W38H-fH69;0.0;8
BkwG4v3H-syPJ;23.0;22300.0;Própria;1.0;1NBqE8er-TFyL;Médico;B;7500.0;11.12;0.0;0.34;wQz1Tehh-oBtB;0.0;4
oHJUNlFK-LAo3;30.0;175000.0;Hipotecada;2.0;wm2OlHnf-0g35;Melhora do lar;A;6000.0;7.68;0.0;0.03;SPHTuSGo-MaQF;0.0;7
6jfSvsMN-pL0I;40.0;80000.0;Alugada;0.0;ELW8om4t-8HBr;Pessoal;A;6000.0;8.94;0.0;0.07;NsO79nPv-EXBm;0.0;11
NByIUjip-XPBl;46.0;105000.0;Alugada;4.0;5PXfA16D-diBN;Educativo;A;6000.0;7.14;0.0;0.06;Fy67e5Cd-C0Xz;0.0;16
lXOr5ucD-P40T;33.0;612000.0;Alugada;3.0;m5DQPDUc-gYAX;Médico;C;5950.0;12.73;0.0;0.01;UvB1lH9x-zzcy;1.0;10
LFMKKFdo-i97k;22.0;36000.0;Alugada;;Gjek0hGT-GHWb;Pessoal;A;10000.0;6.03;0.0;0.28;YokI1ECr-zaRS;0.0;3
JUFNPjwk-aC8W;30.0;30000.0;Alugada;1.0;5ojlBSwG-GKI8;Pessoal;B;14500.0;;1.0;0.48;43JjwnEd-i6oe;0.0;8
rxo720RK-KIwR;24.0;45000.0;Alugada;5.0;hgxHwh9W-Mwud;Empreendimento;A;7000.0;5.42;0.0;0.16;BPhYfEAE-oiTL;0.0;4
l70aIHM1-6puW;23.0;30000.0;Hipotecada;7.0;wB5ql59F-jQBa;Médico;A;4600.0;7.9;0.0;0.15;twkM17CI-BnYJ;0.0;3
AoSc4mED-hUr9;28.0;28000.0;Própria;0.0;Wjko4Y7z-Y9o4;Médico;B;3250.0;12.53;0.0;0.12;dhzLoI7a-n9IX;0.0;9
bsjYmP00-XXsO;23.0;65000.0;Hipotecada;7.0;EXQXXO9g-llgX;Educativo;A;10500.0;6.03;0.0;0.16;Yj0s3Sns-mdCe;0.0;4
QbajfPPI-dCMI;23.0;70000.0;Hipotecada;7.0;gs5PUbzl-D8aq;Educativo;B;16000.0;;0.0;0.23;eoiYY3Pj-XKGw;0.0;4
uYsLkgLc-OwH6;41.0;55000.0;Alugada;9.0;2Wht0eH9-fbh7;Pagamento de débitos;B;12000.0;12.53;0.0;0.22;piKhYvXC-6Nw7;0.0;15
TmwmP232-jgoq;25.0;55000.0;;10.0;Eb6ND1jZ-A07Z;Educativo;C;5000.0;12.62;0.0;0.1;hNCQBbuz-W9PY;0.0;3
bW2wLUfZ-Ktwd;25.0;72000.0;Hipotecada;1.0;IU64Q8qP-li6y;Melhora do lar;A;2100.0;7.66;0.0;0.03;nQIkkbe1-hmES;0.0;3
EFEQx2ub-gzSe;23.0;115000.0;Hipotecada;3.0;1YSXW4fk-Q05C;Educativo;B;10000.0;10.59;0.0;0.09;1bD3hvAx-kqyN;0.0;2
MA30vdhr-DLOC;34.0;38000.0;Própria;1.0;ZF5b0cH2-Rlqh;Empreendimento;A;10000.0;8.94;0.0;0.26;1Q1xWjKq-1fHB;0.0;6
juYz208X-9PYB;30.0;70000.0;Alugada;3.0;rHH9CJJL-bF0m;Pagamento de débitos;C;7200.0;;0.0;0.1;JNEtb1p1-PY7J;1.0;10
Z7IrcAuM-hQ4e;30.0;62000.0;Alugada;14.0;QJKW0pkS-BYQN;Médico;B;12000.0;11.71;0.0;0.19;0vkNdjj2-gHxl;0.0;9
6NRUmUR0-CdyN;22.0;110000.0;Hipotecada;2.0;IpG79Oun-Pvd1;Empreendimento;B;9000.0;11.11;0.0;0.08;LGSwtWlo-xdKL;0.0;4
it0Rn4bd-u6Ov;25.0;18840.0;Hipotecada;5.0;YOE439hO-acgc;Educativo;B;3000.0;9.91;1.0;0.16;GrSI6zwL-fPy0;0.0;2
couWuInE-4ecW;39.0;94000.0;Alugada;1.0;RTps8KYI-iH7U;Educativo;B;3000.0;10.99;0.0;0.03;NhuFRpQo-1hUN;0.0;16
7yn2gKwg-7Y4c;28.0;108041.0;Hipotecada;6.0;wxL9qGbJ-O7Lz;Educativo;C;5600.0;13.98;0.0;0.05;dxUGLKEu-yCYU;1.0;7
RN6aRbZm-no6N;27.0;30000.0;Alugada;4.0;TDS3n5MK-19i7;Empreendimento;C;6000.0;14.65;0.0;0.2;Pd41iH30-k9NF;1.0;9
vwfMDE8f-iihF;24.0;38000.0;Alugada;0.0;ee9vFDil-rRLs;Empreendimento;B;12000.0;11.89;1.0;0.32;c3ZNlcIh-KDfU;0.0;3
cRhl4hEM-m6oC;26.0;65000.0;Alugada;0.0;CsC7w4h1-LUvo;Melhora do lar;C;4800.0;13.72;0.0;0.07;wq00aNQm-SjHj;0.0;2
3nRhlR8i-oOAS;52.0;25000.0;Alugada;23.0;Hxa2IflD-IM3I;Médico;D;5000.0;12.61;1.0;0.2;7UlWWDkw-NBig;1.0;22
H4gHoJtN-N10c;31.0;50402.0;Hipotecada;4.0;zhFY8hpf-ZSPD;Empreendimento;C;3000.0;13.22;0.0;0.06;kH3LU1Tq-Jgjt;1.0;10
mwEWEfTR-Gpf0;38.0;58000.0;Alugada;4.0;UjEfssJk-RzRj;Médico;E;9500.0;16.35;1.0;0.16;gmQuAlIm-qx28;1.0;16
zgOr7He6-UAIK;22.0;61000.0;Alugada;3.0;qRGcbRJ3-QGy9;Médico;B;5000.0;9.99;0.0;0.08;xLmcHZTs-QOtl;0.0;2
So6yRq7v-8ACX;26.0;39996.0;Alugada;0.0;DogyUk5y-qWCc;Empreendimento;B;12000.0;;0.0;0.3;8cFMSN5d-iH6O;0.0;4
lFyoUJpj-kWZi;25.0;;Alugada;5.0;8szLYC2P-TPCn;Educativo;A;;13.49;0.0;0.01;nSPQSUeG-yNU3;0.0;8
18dzC4uG-BKXz;25.0;24000.0;Própria;7.0;AHwvZQWh-2UY9;Melhora do lar;A;6000.0;5.42;0.0;0.25;nPKvuugo-DeSF;0.0;4
2qNsz1qK-xkA1;30.0;144000.0;Hipotecada;12.0;Kzthf8Xj-zHM1;Pessoal;C;35000.0;12.68;0.0;0.24;hxKlcDu2-KgUZ;0.0;8
tAmwu9YU-qjz5;32.0;58000.0;Alugada;4.0;cUpEbQSn-hndn;Pessoal;B;12000.0;11.26;0.0;0.21;EpIMqpE5-o9GD;0.0;10
h84YuIKR-WzOn;36.0;25000.0;Alugada;2.0;q5FOJAEN-Xl7R;Pessoal;B;6200.0;9.91;1.0;0.25;jXtkglSM-keYt;0.0;14
RlKfsPpD-jsGs;26.0;116004.0;Hipotecada;11.0;XeSYy4BF-Cm6H;Empreendimento;B;20000.0;12.21;0.0;0.17;nL1tOZYS-YOzG;0.0;2
YN5kxCt0-0vEk;40.0;28800.0;Alugada;3.0;GJQZHfN3-13GB;Pessoal;C;4200.0;14.72;1.0;0.15;CBHnyc9m-OT4m;1.0;16
KPTJXQoI-j38c;26.0;110000.0;Hipotecada;0.0;aP5pfzqg-xor5;Empreendimento;A;15600.0;6.17;0.0;0.14;CnOlecuH-MCjx;0.0;4
XULqSLp8-AJfC;25.0;31200.0;Hipotecada;3.0;BvDHiQr2-QybI;Médico;A;11200.0;5.42;0.0;0.36;MmCzFF4M-ItPq;0.0;2
wW7M1ehu-4Pcf;23.0;29000.0;Alugada;0.0;OdCUgCqo-1FdY;Educativo;E;10000.0;17.93;1.0;0.34;AAIm3i82-U7GE;1.0;3
nQ9qdgkB-TBNe;23.0;44000.0;Hipotecada;0.0;3svGgLQw-ZLbW;Médico;A;5500.0;6.17;0.0;0.13;pG8Z7nuW-TgPp;0.0;4
P3AOEUWh-4jf7;29.0;70000.0;Alugada;2.0;vBJmnryJ-PbIx;Empreendimento;A;6125.0;7.49;0.0;0.09;INnajeCT-6rps;0.0;8
AN0Tv8Sl-Jdw9;24.0;9600.0;Alugada;3.0;K35HQxvr-EgfQ;Educativo;C;1300.0;12.73;1.0;0.14;050HN82m-mgF4;0.0;2
BnrQvdYP-zf0Q;22.0;51480.0;Hipotecada;4.0;UsyOsv2J-KQHg;Pessoal;B;3000.0;11.83;0.0;0.06;W0lcsUQR-zk4i;0.0;2
kpb3r00O-Fye9;24.0;75000.0;Própria;8.0;YdCLGSSI-1Gqf;Melhora do lar;B;29800.0;;0.0;0.4;Yjbi4pdW-msj0;0.0;4
zoN4iJtm-hXPm;27.0;146000.0;Hipotecada;5.0;agOFgpmv-wzM3;Médico;A;2500.0;8.49;0.0;0.02;lK21aS2J-YoaY;0.0;5
1PlUc0s7-34sy;24.0;87996.0;Alugada;8.0;kHGYRJS1-zX72;Pagamento de débitos;D;10000.0;14.84;1.0;0.11;cnsI41OI-cHxY;1.0;2
D8WJfn3C-IX7v;22.0;81500.0;Hipotecada;6.0;racIvX0M-nUqn;Pessoal;A;20000.0;6.54;0.0;0.25;xpChPznq-AgcB;0.0;2
MCo0wGTR-GKYT;22.0;22560.0;Alugada;3.0;vmeawZxI-dAJv;Pessoal;D;4200.0;15.2;1.0;0.19;dIPQI91u-28oR;1.0;4
DI4qEcXE-DJ7h;29.0;71000.0;Alugada;1.0;FTCRz4fa-T7hd;Pagamento de débitos;C;12000.0;13.16;0.0;0.17;weTnWAAN-ApCO;1.0;9
CDxOUhEu-b3QW;35.0;99800.0;Hipotecada;9.0;0jOIrGr7-3mIy;Pessoal;A;8000.0;7.14;0.0;0.08;4dJRRxN0-GpM1;0.0;9
MBg8Sndd-NSF5;22.0;66300.0;Alugada;3.0;6S9XmOX6-BFnY;Médico;D;7500.0;14.96;1.0;0.1;dcP6KL1I-J2o0;0.0;2
iE8Gfgzm-Cnr9;53.0;28000.0;Alugada;2.0;Y4Frje95-7hBi;Pagamento de débitos;C;7000.0;6.0;0.0;0.25;rISBPmag-GSxz;0.0;26
ssncDcdq-ju0g;43.0;145000.0;;1.0;MDcwdTcF-8m7K;Empreendimento;;7000.0;15.99;0.0;0.05;upoO35Sd-cF7U;1.0;10
5AnyFimd-amEm;29.0;30000.0;Alugada;3.0;NGUD7g9a-5aqy;Médico;B;5000.0;11.49;0.0;0.17;W7X2IPZU-neOY;0.0;9
Q7uiAuoZ-bHnG;38.0;151000.0;Hipotecada;8.0;5Ngkzj2O-7LRT;Pagamento de débitos;A;35000.0;8.9;0.0;0.23;OkfHLnwx-GWzO;0.0;12
xv76qYAr-NRwC;36.0;36000.0;Própria;4.0;4M3vEUwp-DxMY;Médico;D;10000.0;16.29;0.0;0.28;EJ6OyrQn-9qS9;1.0;17
lQYmSMcz-HADw;21.0;18000.0;;;OLEpuhLD-QYEi;Pagamento de débitos;C;12000.0;;0.0;0.19;1FaL2Uyz-X0nl;0.0;16
EtWcObc2-aKNM;29.0;48000.0;Alugada;2.0;ogbrgb5F-avnr;Pessoal;B;15000.0;11.36;1.0;0.31;YLvM6cHD-ERnb;0.0;8
ZMj3GDRA-d7ZD;34.0;54000.0;Hipotecada;5.0;omOXcYql-IW7h;Empreendimento;A;10000.0;7.29;0.0;0.19;oh3NlbzZ-4KTQ;0.0;7
htKQy0Q1-spTY;28.0;20000.0;Alugada;4.0;kf4sDpmo-iX4M;Pessoal;D;4000.0;14.59;0.0;0.2;Yh7T4t8L-uDYr;0.0;9
ga4xKiuD-gxpY;21.0;39900.0;Alugada;0.0;0AC7FIm2-n08z;Educativo;A;12000.0;7.9;0.0;0.3;Cl0FQhNh-1yrR;0.0;4
lauNZJlQ-u39w;23.0;44400.0;Alugada;2.0;yq8ssxtb-RyWb;Pagamento de débitos;A;7100.0;6.99;1.0;0.16;ILjwWhKD-ROA4;0.0;3
wXiUBziv-iEnX;23.0;90096.0;Hipotecada;0.0;3LQRKPrY-enlh;Educativo;C;10150.0;11.97;0.0;0.11;Q89FNQId-Bzsg;0.0;3
Sg7njY5U-KaNS;33.0;87000.0;Hipotecada;17.0;YFZD5QvO-XtjP;Empreendimento;E;9000.0;17.93;0.0;0.1;KQscw3pt-mpUS;1.0;7
qydaXEkz-iRaI;24.0;29232.0;Hipotecada;1.0;497htGhq-j5tI;;B;6000.0;;1.0;;SBQcpN2c-PAyD;0.0;3
H466DrPK-BqOO;26.0;60000.0;Alugada;5.0;2HTeK8qK-KzCz;Empreendimento;C;3000.0;15.62;0.0;0.05;82LziRGb-kp5b;0.0;2
Ej9Zd67P-FDr8;22.0;50000.0;Alugada;6.0;4htLU98v-aNhT;Empreendimento;C;18000.0;13.79;1.0;0.36;GoQ5GdDH-5FG6;0.0;2
4EAZfNNK-Lay0;28.0;22000.0;Própria;5.0;6QXANR2x-6LEI;Educativo;A;8000.0;6.99;0.0;0.36;lKZTU119-l7OX;0.0;5
kCNxO2fF-kBeo;59.0;83768.0;Hipotecada;15.0;RTiqcjRS-BdQ3;Pessoal;B;12000.0;11.86;0.0;0.14;JGdSU1aX-xJEp;0.0;18
9mlBc8K0-20aG;25.0;100000.0;Hipotecada;;xtI0eZqH-70kO;Pessoal;;15000.0;;0.0;0.15;rQXFrySE-qiOE;0.0;6
DyhloTGA-MnBa;23.0;50000.0;Alugada;0.0;BNyRS11Y-qKrI;Educativo;B;19400.0;12.69;1.0;0.39;qokPXxCL-UYiw;0.0;2
w3IPOuJk-kZCD;26.0;36996.0;Alugada;8.0;YbHR0abC-5BuX;Pessoal;C;9600.0;11.97;0.0;0.26;8flcEvDn-5FMq;1.0;4
ixuN7YLq-enpm;27.0;90000.0;Alugada;4.0;wJ9HaJlJ-yYhM;Melhora do lar;A;19200.0;6.99;0.0;0.21;MbOFirvv-iriw;0.0;8
1yiiuvWp-QWex;55.0;54000.0;Alugada;4.0;vbrg5URv-zgBR;Pagamento de débitos;C;1000.0;13.99;1.0;0.02;gWlpPDug-TqxY;0.0;27
mBDQkXxn-W09H;25.0;42000.0;Hipotecada;3.0;jdYJNzZm-Y2O5;Melhora do lar;A;10000.0;5.42;0.0;0.24;drKbdQub-4ilz;0.0;2
WQRqrHGZ-ZOBv;23.0;35000.0;Hipotecada;7.0;AgpADyfp-jm7Z;Educativo;F;15000.0;18.43;0.0;0.43;uZ6TF2o3-k7Kg;1.0;2
o0TtX2wL-LRpA;23.0;68000.0;Hipotecada;5.0;u7FTmbTA-jK6o;Médico;B;11500.0;9.99;0.0;0.17;2SN03F1H-BR6E;0.0;2
SNNf47vL-a82o;22.0;24900.0;Hipotecada;1.0;yrIU7jwE-BmF3;Médico;C;5500.0;13.16;1.0;0.22;Y22eDQ81-yRfo;0.0;2
njGBnugm-85Dv;30.0;110400.0;Alugada;1.0;QKDlpIm7-sqMC;Empreendimento;D;14000.0;16.89;1.0;0.13;ObEkaKZr-9MDa;0.0;6
7ovO27lc-l4C8;25.0;78600.0;Alugada;0.0;9cpGKskr-QnUH;Médico;C;8400.0;13.48;0.0;0.11;NWH5AUul-LBHd;0.0;4
UXl2XF0O-6AnQ;23.0;51000.0;Hipotecada;7.0;hAO29apj-KLUa;Empreendimento;;5000.0;11.12;;0.07;hkoQFh6A-mknl;0.0;3
qWrFWg1h-481A;27.0;38500.0;Alugada;0.0;wWgIR0os-7Kk0;Pagamento de débitos;B;11500.0;12.42;0.0;0.3;uWYtvPvX-wZy0;0.0;9
BWLoQ1bn-HbNG;37.0;48000.0;Própria;8.0;goid69pl-qjhJ;Pessoal;A;2500.0;6.03;0.0;0.05;B5trNMr9-1BAT;0.0;11
GA9YFAE0-C3zx;23.0;75000.0;Alugada;6.0;cNCjeCRn-2ZEM;Educativo;A;15000.0;6.54;0.0;0.2;IrpC4BIh-XEp5;0.0;3
BZJ571NM-dZuF;26.0;32500.0;Hipotecada;8.0;nWcZf5y4-yGLj;Pagamento de débitos;C;3000.0;13.22;0.0;0.09;FPz9BU2f-rsL4;1.0;3
QXrNnTg3-hMfE;29.0;60000.0;Hipotecada;2.0;LfeoU3Pu-bhJ1;Melhora do lar;C;6000.0;13.49;0.0;0.1;LrJfSp6y-HxZn;1.0;8
xZjlTQmr-sX7I;22.0;50000.0;Hipotecada;0.0;0DEl6qTs-hfiQ;Pagamento de débitos;A;12800.0;5.79;0.0;0.26;PTHgNlLP-XvtB;0.0;2
w1SKE3W0-sayN;24.0;48000.0;Própria;2.0;1tBeDCYo-8pfH;Educativo;C;15000.0;13.06;0.0;0.31;YIrOpzjq-8Z3g;0.0;4
PPpsN2dO-t8Nc;23.0;48000.0;Hipotecada;7.0;RAMDnjFE-lge5;Empreendimento;A;14125.0;;0.0;0.29;oMkXKB32-uT0q;0.0;2
A0IxHugd-5MrS;23.0;63250.0;Alugada;1.0;8PJQhtD8-LjBc;Educativo;B;12000.0;;0.0;0.19;w1x2ytN3-pHbu;0.0;2
wD9y60rl-UJQh;32.0;91800.0;Hipotecada;8.0;FzeqsUSQ-td2e;Médico;E;24625.0;14.07;1.0;0.23;nYo1wal8-ei17;1.0;7
MD2j8kvg-9aN5;29.0;45000.0;Hipotecada;7.0;CX7lKn7e-RHaf;Pessoal;A;4000.0;6.17;0.0;0.09;Asj3NS8z-3JO3;0.0;9
YtYvr4Cj-bxpq;30.0;232050.0;Hipotecada;14.0;0lmyftrm-4bcR;Médico;E;25000.0;17.93;1.0;0.09;SDXBWm4G-EPIP;1.0;9
C2GtSp4c-ttET;26.0;24000.0;Alugada;3.0;F299A4iX-fn2T;Educativo;B;5400.0;11.49;0.0;0.23;UXMnFeyP-dKoS;0.0;3
M9IKRZYw-ZUin;30.0;270000.0;Hipotecada;7.0;tGGIFkE7-7wgN;Melhora do lar;E;35000.0;19.69;0.0;0.13;yBkuvUh9-gsyL;0.0;8
uOI1U1bE-t8k1;21.0;23000.0;;0.0;meOceK5x-OzRZ;;B;18000.0;10.99;1.0;0.33;g4TewiQh-4zPA;0.0;4
tHhovZu7-yAyc;29.0;220000.0;Hipotecada;13.0;0eLybnh2-aE9r;Pagamento de débitos;B;8500.0;10.37;0.0;0.04;I4PWxFFm-Dx3k;0.0;5
Pw6ZzmUh-RO7i;21.0;39600.0;Alugada;3.0;Jiqq9Jwl-U2he;Educativo;D;7000.0;14.96;0.0;0.18;F6S5nYQw-WKkT;1.0;2
zBEuObJC-zZxo;30.0;190000.0;Alugada;3.0;N1mG32Gi-vbze;Pagamento de débitos;B;15000.0;11.48;0.0;0.08;xS3LKSwC-ATTP;0.0;8
